harm
safe
peace
compassion
empath
sympath
care
caring
protect
shield
shelter
amity
secur
benefit
defen
guard
preserve
harm
suffer
war
wars
warl
warring
fight
violen
hurt
kill
kills
killer
killed
killing
endanger
cruel
brutal
abuse
damag
ruin
ravage
detriment
crush
attack
annihilate
destroy
stomp
abandon
spurn
impair
exploit
exploits
exploited
exploiting
wound
